"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"ussr_is_2_1944_revenge/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve Team";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
"ussr_is_2_1944_revenge/verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder Liga] Verve";"<Thunder League> Special Verve Tournament camouflage";"[썬더 리그] Verve Team";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"【雷霆聯賽】Verve";"<Thunder League> Special Verve Tournament camouflage";;
"ussr_is_2_1944/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve Team";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
"ussr_is_2_1944/verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder Liga] Verve";"<Thunder League> Special Verve Tournament camouflage";"[썬더 리그] Verve Team";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"【雷霆聯賽】Verve";"<Thunder League> Special Verve Tournament camouflage";;
"ussr_isu_122/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve Team";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
"ussr_isu_122/verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder Liga] Verve";"<Thunder League> Special Verve Tournament camouflage";"[썬더 리그] Verve Team";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"【雷霆聯賽】Verve";"<Thunder League> Special Verve Tournament camouflage";;
"ussr_isu_122s/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve Team";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
"ussr_isu_122s/verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder Liga] Verve";"<Thunder League> Special Verve Tournament camouflage";"[썬더 리그] Verve Team";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"【雷霆聯賽】Verve";"<Thunder League> Special Verve Tournament camouflage";;
"ussr_isu_152/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve Team";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
"ussr_isu_152/verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder Liga] Verve";"<Thunder League> Special Verve Tournament camouflage";"[썬더 리그] Verve Team";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"【雷霆聯賽】Verve";"<Thunder League> Special Verve Tournament camouflage";;
"ussr_pt_76b/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve Team";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
"ussr_pt_76b/verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder Liga] Verve";"<Thunder League> Special Verve Tournament camouflage";"[썬더 리그] Verve Team";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"【雷霆聯賽】Verve";"<Thunder League> Special Verve Tournament camouflage";;
"ussr_su_100_1945/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
"ussr_su_100_1945/verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder Liga] Verve";"<Thunder League> Special Verve Tournament camouflage";"[썬더 리그] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"【雷霆聯賽】Verve";"<Thunder League> Special Verve Tournament camouflage";;
"ussr_su_122P/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
"ussr_su_122P/verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder Liga] Verve";"<Thunder League> Special Verve Tournament camouflage";"[썬더 리그] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"【雷霆聯賽】Verve";"<Thunder League> Special Verve Tournament camouflage";;
"ussr_t_34_100/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
"ussr_t_34_100/verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder Liga] Verve";"<Thunder League> Special Verve Tournament camouflage";"[썬더 리그] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"【雷霆聯賽】Verve";"<Thunder League> Special Verve Tournament camouflage";;
"ussr_t_34_85_zis_53/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
"ussr_t_34_85_zis_53/verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder Liga] Verve";"<Thunder League> Special Verve Tournament camouflage";"[썬더 리그] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"【雷霆聯賽】Verve";"<Thunder League> Special Verve Tournament camouflage";;
"ussr_t_34_85E/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
