"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"weapons/305mm_46_vickers_mod_1909_naval_user_cannon";"Cannone da 305/46 Vickers Modello 1909";"Cannone da 305/46 Vickers Modello 1909";"Cannone da 305/46 Vickers Modello 1909";"Cannone da 305/46 Vickers Modello 1909";"Cannone da 305/46 Vickers Modello 1909";"Cannone da 305/46 Vickers Modello 1909";"Cannone da 305/46 Vickers Modello 1909";"Cannone da 305/46 Vickers Modello 1909";"Cannone da 305/46 Vickers Modello 1909";"Cannone da 305/46 Vickers Modello 1909";"Cannone da 305/46 Vickers Modello 1909";"Cannone da 305/46 Vickers Modello 1909";"Cannone da 305/46 Vickers Modello 1909";"Cannone da 305/46 Vickers Modello 1909";"Cannone da 305/46 Vickers Modello 1909";"Cannone da 305/46 Vickers Modello 1909";"Cannone da 305/46 Vickers Modello 1909";"Cannone da 305/46 Vickers Modello 1909";"Cannone da 305/46 Vickers Modello 1909";"Cannone da 305/46 Vickers Modello 1909";;
"weapons/152mm_45_schneider_mod1911_naval_user_cannon";"Cannone da 152/45 Schneider Modello 1911";"Cannone da 152/45 Schneider Modello 1911";"Cannone da 152/45 Schneider Modello 1911";"Cannone da 152/45 Schneider Modello 1911";"Cannone da 152/45 Schneider Modello 1911";"Cannone da 152/45 Schneider Modello 1911";"Cannone da 152/45 Schneider Modello 1911";"Cannone da 152/45 Schneider Modello 1911";"Cannone da 152/45 Schneider Modello 1911";"Cannone da 152/45 Schneider Modello 1911";"Cannone da 152/45 Schneider Modello 1911";"Cannone da 152/45 Schneider Modello 1911";"Cannone da 152/45 Schneider Modello 1911";"Cannone da 152/45 Schneider Modello 1911";"Cannone da 152/45 Schneider Modello 1911";"Cannone da 152/45 Schneider Modello 1911";"Cannone da 152/45 Schneider Modello 1911";"Cannone da 152/45 Schneider Modello 1911";"Cannone da 152/45 Schneider Modello 1911";"Cannone da 152/45 Schneider Modello 1911";;
"weapons/76mm_45_schneider_mod1911_naval_user_cannon";"Cannone da 76/45 Schneider Modello 1911";"Cannone da 76/45 Schneider Modello 1911";"Cannone da 76/45 Schneider Modello 1911";"Cannone da 76/45 Schneider Modello 1911";"Cannone da 76/45 Schneider Modello 1911";"Cannone da 76/45 Schneider Modello 1911";"Cannone da 76/45 Schneider Modello 1911";"Cannone da 76/45 Schneider Modello 1911";"Cannone da 76/45 Schneider Modello 1911";"Cannone da 76/45 Schneider Modello 1911";"Cannone da 76/45 Schneider Modello 1911";"Cannone da 76/45 Schneider Modello 1911";"Cannone da 76/45 Schneider Modello 1911";"Cannone da 76/45 Schneider Modello 1911";"Cannone da 76/45 Schneider Modello 1911";"Cannone da 76/45 Schneider Modello 1911";"Cannone da 76/45 Schneider Modello 1911";"Cannone da 76/45 Schneider Modello 1911";"Cannone da 76/45 Schneider Modello 1911";"Cannone da 76/45 Schneider Modello 1911";;
"weapons/305mm_46_armstrong_mod_1909_naval_user_cannon";"Cannone da 305/46 Armstrong Modello 1909";"Cannone da 305/46 Armstrong Modello 1909";"Cannone da 305/46 Armstrong Modello 1909";"Cannone da 305/46 Armstrong Modello 1909";"Cannone da 305/46 Armstrong Modello 1909";"Cannone da 305/46 Armstrong Modello 1909";"Cannone da 305/46 Armstrong Modello 1909";"Cannone da 305/46 Armstrong Modello 1909";"Cannone da 305/46 Armstrong Modello 1909";"Cannone da 305/46 Armstrong Modello 1909";"Cannone da 305/46 Armstrong Modello 1909";"Cannone da 305/46 Armstrong Modello 1909";"Cannone da 305/46 Armstrong Modello 1909";"Cannone da 305/46 Armstrong Modello 1909";"Cannone da 305/46 Armstrong Modello 1909";"Cannone da 305/46 Armstrong Modello 1909";"Cannone da 305/46 Armstrong Modello 1909";"Cannone da 305/46 Armstrong Modello 1909";"Cannone da 305/46 Armstrong Modello 1909";"Cannone da 305/46 Armstrong Modello 1909";;
"weapons/120mm_50_armstrong_1909_naval_user_cannon";"Cannone da 120/50 Armstrong Modello 1909";"Cannone da 120/50 Armstrong Modello 1909";"Cannone da 120/50 Armstrong Modello 1909";"Cannone da 120/50 Armstrong Modello 1909";"Cannone da 120/50 Armstrong Modello 1909";"Cannone da 120/50 Armstrong Modello 1909";"Cannone da 120/50 Armstrong Modello 1909";"Cannone da 120/50 Armstrong Modello 1909";"Cannone da 120/50 Armstrong Modello 1909";"Cannone da 120/50 Armstrong Modello 1909";"Cannone da 120/50 Armstrong Modello 1909";"Cannone da 120/50 Armstrong Modello 1909";"Cannone da 120/50 Armstrong Modello 1909";"Cannone da 120/50 Armstrong Modello 1909";"Cannone da 120/50 Armstrong Modello 1909";"Cannone da 120/50 Armstrong Modello 1909";"Cannone da 120/50 Armstrong Modello 1909";"Cannone da 120/50 Armstrong Modello 1909";"Cannone da 120/50 Armstrong Modello 1909";"Cannone da 120/50 Armstrong Modello 1909";;
"weapons/76mm_40_armstrong_mod_1897_1912_naval_user_cannon";"Cannone da 76/40 Armstrong Modello 1912";"Cannone da 76/40 Armstrong Modello 1912";"Cannone da 76/40 Armstrong Modello 1912";"Cannone da 76/40 Armstrong Modello 1912";"Cannone da 76/40 Armstrong Modello 1912";"Cannone da 76/40 Armstrong Modello 1912";"Cannone da 76/40 Armstrong Modello 1912";"Cannone da 76/40 Armstrong Modello 1912";"Cannone da 76/40 Armstrong Modello 1912";"Cannone da 76/40 Armstrong Modello 1912";"Cannone da 76/40 Armstrong Modello 1912";"Cannone da 76/40 Armstrong Modello 1912";"Cannone da 76/40 Armstrong Modello 1912";"Cannone da 76/40 Armstrong Modello 1912";"Cannone da 76/40 Armstrong Modello 1912";"Cannone da 76/40 Armstrong Modello 1912";"Cannone da 76/40 Armstrong Modello 1912";"Cannone da 76/40 Armstrong Modello 1912";"Cannone da 76/40 Armstrong Modello 1912";"Cannone da 76/40 Armstrong Modello 1912";;
"weapons/76mm_40_armstrong_mod_1897_1910_naval_user_cannon";"Cannone da 76/40 Armstrong Modello 1910";"Cannone da 76/40 Armstrong Modello 1910";"Cannone da 76/40 Armstrong Modello 1910";"Cannone da 76/40 Armstrong Modello 1910";"Cannone da 76/40 Armstrong Modello 1910";"Cannone da 76/40 Armstrong Modello 1910";"Cannone da 76/40 Armstrong Modello 1910";"Cannone da 76/40 Armstrong Modello 1910";"Cannone da 76/40 Armstrong Modello 1910";"Cannone da 76/40 Armstrong Modello 1910";"Cannone da 76/40 Armstrong Modello 1910";"Cannone da 76/40 Armstrong Modello 1910";"Cannone da 76/40 Armstrong Modello 1910";"Cannone da 76/40 Armstrong Modello 1910";"Cannone da 76/40 Armstrong Modello 1910";"Cannone da 76/40 Armstrong Modello 1910";"Cannone da 76/40 Armstrong Modello 1910";"Cannone da 76/40 Armstrong Modello 1910";"Cannone da 76/40 Armstrong Modello 1910";"Cannone da 76/40 Armstrong Modello 1910";;
"weapons/40mm_39_vickers_terni_mod15_17_naval_user_cannon";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";;
"weapons/12_7mm_63_breda_safat_naval_user_machinegun";"Mitragliatrice Pesante da 12.7/63 Breda-Safat Modello 1935";"Mitragliatrice Pesante da 12.7/63 Breda-Safat Modello 1935";"Mitragliatrice Pesante da 12.7/63 Breda-Safat Modello 1935";"Mitragliatrice Pesante da 12.7/63 Breda-Safat Modello 1935";"Mitragliatrice Pesante da 12.7/63 Breda-Safat Modello 1935";"Mitragliatrice Pesante da 12.7/63 Breda-Safat Modello 1935";"Mitragliatrice Pesante da 12.7/63 Breda-Safat Modello 1935";"Mitragliatrice Pesante da 12.7/63 Breda-Safat Modello 1935";"Mitragliatrice Pesante da 12.7/63 Breda-Safat Modello 1935";"Mitragliatrice Pesante da 12.7/63 Breda-Safat Modello 1935";"Mitragliatrice Pesante da 12.7/63 Breda-Safat Modello 1935";"Mitragliatrice Pesante da 12.7/63 Breda-Safat Modello 1935";"Mitragliatrice Pesante da 12.7/63 Breda-Safat Modello 1935";"Mitragliatrice Pesante da 12.7/63 Breda-Safat Modello 1935";"Mitragliatrice Pesante da 12.7/63 Breda-Safat Modello 1935";"Mitragliatrice Pesante da 12.7/63 Breda-Safat Modello 1935";"Mitragliatrice Pesante da 12.7/63 Breda-Safat Modello 1935";"Mitragliatrice Pesante da 12.7/63 Breda-Safat Modello 1935";"Mitragliatrice Pesante da 12.7/63 Breda-Safat Modello 1935";"Mitragliatrice Pesante da 12.7/63 Breda-Safat Modello 1935";;
"weapons/6_5mm_breda_mod30_naval_user_machinegun";"Fucile Mitragliatore da 6.5 Breda Modello 1930";"Fucile Mitragliatore da 6.5 Breda Modello 1930";"Fucile Mitragliatore da 6.5 Breda Modello 1930";"Fucile Mitragliatore da 6.5 Breda Modello 1930";"Fucile Mitragliatore da 6.5 Breda Modello 1930";"Fucile Mitragliatore da 6.5 Breda Modello 1930";"Fucile Mitragliatore da 6.5 Breda Modello 1930";"Fucile Mitragliatore da 6.5 Breda Modello 1930";"Fucile Mitragliatore da 6.5 Breda Modello 1930";"Fucile Mitragliatore da 6.5 Breda Modello 1930";"Fucile Mitragliatore da 6.5 Breda Modello 1930";"Fucile Mitragliatore da 6.5 Breda Modello 1930";"Fucile Mitragliatore da 6.5 Breda Modello 1930";"Fucile Mitragliatore da 6.5 Breda Modello 1930";"Fucile Mitragliatore da 6.5 Breda Modello 1930";"Fucile Mitragliatore da 6.5 Breda Modello 1930";"Fucile Mitragliatore da 6.5 Breda Modello 1930";"Fucile Mitragliatore da 6.5 Breda Modello 1930";"Fucile Mitragliatore da 6.5 Breda Modello 1930";"Fucile Mitragliatore da 6.5 Breda Modello 1930";;
"weapons/6_5mm_fiat_mod26_naval_user_machinegun";"Fucile Mitragliatore da 6.5 Fiat Modello 1926";"Fucile Mitragliatore da 6.5 Fiat Modello 1926";"Fucile Mitragliatore da 6.5 Fiat Modello 1926";"Fucile Mitragliatore da 6.5 Fiat Modello 1926";"Fucile Mitragliatore da 6.5 Fiat Modello 1926";"Fucile Mitragliatore da 6.5 Fiat Modello 1926";"Fucile Mitragliatore da 6.5 Fiat Modello 1926";"Fucile Mitragliatore da 6.5 Fiat Modello 1926";"Fucile Mitragliatore da 6.5 Fiat Modello 1926";"Fucile Mitragliatore da 6.5 Fiat Modello 1926";"Fucile Mitragliatore da 6.5 Fiat Modello 1926";"Fucile Mitragliatore da 6.5 Fiat Modello 1926";"Fucile Mitragliatore da 6.5 Fiat Modello 1926";"Fucile Mitragliatore da 6.5 Fiat Modello 1926";"Fucile Mitragliatore da 6.5 Fiat Modello 1926";"Fucile Mitragliatore da 6.5 Fiat Modello 1926";"Fucile Mitragliatore da 6.5 Fiat Modello 1926";"Fucile Mitragliatore da 6.5 Fiat Modello 1926";"Fucile Mitragliatore da 6.5 Fiat Modello 1926";"Fucile Mitragliatore da 6.5 Fiat Modello 1926";;
"weapons/20mm_65_c38_vierling_naval_user_cannon";"2cm/65 Flugzeugabwehrkanone C/38";"2cm/65 Flugzeugabwehrkanone C/38";"2cm/65 Flugzeugabwehrkanone C/38";"2cm/65 Flugzeugabwehrkanone C/38";"2cm/65 Flugzeugabwehrkanone C/38";"2cm/65 Flugzeugabwehrkanone C/38";"2cm/65 Flugzeugabwehrkanone C/38";"2cm/65 Flugzeugabwehrkanone C/38";"2cm/65 Flugzeugabwehrkanone C/38";"2cm/65 Flugzeugabwehrkanone C/38";"2cm/65 Flugzeugabwehrkanone C/38";"2cm/65 Flugzeugabwehrkanone C/38";"2cm/65 Flugzeugabwehrkanone C/38";"2cm/65 Flugzeugabwehrkanone C/38";"2cm/65 Flugzeugabwehrkanone C/38";"2cm/65 Flugzeugabwehrkanone C/38";"2cm/65 Flugzeugabwehrkanone C/38";"2cm/65 Flugzeugabwehrkanone C/38";"2cm/65 Flugzeugabwehrkanone C/38";"2cm/65 Flugzeugabwehrkanone C/38";;
"weapons/100mm_47_1937_naval_user_cannon";"Cannone da 100/47 OTO Modello 1937";"Cannone da 100/47 OTO Modello 1937";"Cannone da 100/47 OTO Modello 1937";"Cannone da 100/47 OTO Modello 1937";"Cannone da 100/47 OTO Modello 1937";"Cannone da 100/47 OTO Modello 1937";"Cannone da 100/47 OTO Modello 1937";"Cannone da 100/47 OTO Modello 1937";"Cannone da 100/47 OTO Modello 1937";"Cannone da 100/47 OTO Modello 1937";"Cannone da 100/47 OTO Modello 1937";"Cannone da 100/47 OTO Modello 1937";"Cannone da 100/47 OTO Modello 1937";"Cannone da 100/47 OTO Modello 1937";"Cannone da 100/47 OTO Modello 1937";"Cannone da 100/47 OTO Modello 1937";"Cannone da 100/47 OTO Modello 1937";"Cannone da 100/47 OTO Modello 1937";"Cannone da 100/47 OTO Modello 1937";"Cannone da 100/47 OTO Modello 1937";;
"weapons/40mm_l70_bofors_oto_breda_naval_user_cannon";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";;
"weapons/40mm_cannone_da_40_70_user_cannon";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";"Cannone Mitragliera da 40/70 OTO-Breda Modello 1960";;
"weapons/76mm_62_oto_melara_compact_naval_user_cannon";"Cannone da 76/62 OTO-Melara Tipo Compact";"Cannone da 76/62 OTO-Melara Tipo Compact";"Cannone da 76/62 OTO-Melara Tipo Compact";"Cannone da 76/62 OTO-Melara Tipo Compact";"Cannone da 76/62 OTO-Melara Tipo Compact";"Cannone da 76/62 OTO-Melara Tipo Compact";"Cannone da 76/62 OTO-Melara Tipo Compact";"Cannone da 76/62 OTO-Melara Tipo Compact";"Cannone da 76/62 OTO-Melara Tipo Compact";"Cannone da 76/62 OTO-Melara Tipo Compact";"Cannone da 76/62 OTO-Melara Tipo Compact";"Cannone da 76/62 OTO-Melara Tipo Compact";"Cannone da 76/62 OTO-Melara Tipo Compact";"Cannone da 76/62 OTO-Melara Tipo Compact";"Cannone da 76/62 OTO-Melara Tipo Compact";"Cannone da 76/62 OTO-Melara Tipo Compact";"Cannone da 76/62 OTO-Melara Tipo Compact";"Cannone da 76/62 OTO-Melara Tipo Compact";"Cannone da 76/62 OTO-Melara Tipo Compact";"Cannone da 76/62 OTO-Melara Tipo Compact";;
"weapons/76mm_62_oto_melara_sr_naval_user_cannon";"Cannone da 76/62 OTO-Melara Tipo Super Rapido";"Cannone da 76/62 OTO-Melara Tipo Super Rapido";"Cannone da 76/62 OTO-Melara Tipo Super Rapido";"Cannone da 76/62 OTO-Melara Tipo Super Rapido";"Cannone da 76/62 OTO-Melara Tipo Super Rapido";"Cannone da 76/62 OTO-Melara Tipo Super Rapido";"Cannone da 76/62 OTO-Melara Tipo Super Rapido";"Cannone da 76/62 OTO-Melara Tipo Super Rapido";"Cannone da 76/62 OTO-Melara Tipo Super Rapido";"Cannone da 76/62 OTO-Melara Tipo Super Rapido";"Cannone da 76/62 OTO-Melara Tipo Super Rapido";"Cannone da 76/62 OTO-Melara Tipo Super Rapido";"Cannone da 76/62 OTO-Melara Tipo Super Rapido";"Cannone da 76/62 OTO-Melara Tipo Super Rapido";"Cannone da 76/62 OTO-Melara Tipo Super Rapido";"Cannone da 76/62 OTO-Melara Tipo Super Rapido";"Cannone da 76/62 OTO-Melara Tipo Super Rapido";"Cannone da 76/62 OTO-Melara Tipo Super Rapido";"Cannone da 76/62 OTO-Melara Tipo Super Rapido";"Cannone da 76/62 OTO-Melara Tipo Super Rapido";;
"weapons/76mm_62_smp_3_naval_user_cannon";"Cannone da 76/62 OTO-Melara Modello SMP 3";"Cannone da 76/62 OTO-Melara Modello SMP 3";"Cannone da 76/62 OTO-Melara Modello SMP 3";"Cannone da 76/62 OTO-Melara Modello SMP 3";"Cannone da 76/62 OTO-Melara Modello SMP 3";"Cannone da 76/62 OTO-Melara Modello SMP 3";"Cannone da 76/62 OTO-Melara Modello SMP 3";"Cannone da 76/62 OTO-Melara Modello SMP 3";"Cannone da 76/62 OTO-Melara Modello SMP 3";"Cannone da 76/62 OTO-Melara Modello SMP 3";"Cannone da 76/62 OTO-Melara Modello SMP 3";"Cannone da 76/62 OTO-Melara Modello SMP 3";"Cannone da 76/62 OTO-Melara Modello SMP 3";"Cannone da 76/62 OTO-Melara Modello SMP 3";"Cannone da 76/62 OTO-Melara Modello SMP 3";"Cannone da 76/62 OTO-Melara Modello SMP 3";"Cannone da 76/62 OTO-Melara Modello SMP 3";"Cannone da 76/62 OTO-Melara Modello SMP 3";"Cannone da 76/62 OTO-Melara Modello SMP 3";"Cannone da 76/62 OTO-Melara Modello SMP 3";;
"weapons/40mm_l70_bofors_early_breda_naval_user_cannon";"Cannone Mitragliera da 40/70 Bofors Modello 1947";"Cannone Mitragliera da 40/70 Bofors Modello 1947";"Cannone Mitragliera da 40/70 Bofors Modello 1947";"Cannone Mitragliera da 40/70 Bofors Modello 1947";"Cannone Mitragliera da 40/70 Bofors Modello 1947";"Cannone Mitragliera da 40/70 Bofors Modello 1947";"Cannone Mitragliera da 40/70 Bofors Modello 1947";"Cannone Mitragliera da 40/70 Bofors Modello 1947";"Cannone Mitragliera da 40/70 Bofors Modello 1947";"Cannone Mitragliera da 40/70 Bofors Modello 1947";"Cannone Mitragliera da 40/70 Bofors Modello 1947";"Cannone Mitragliera da 40/70 Bofors Modello 1947";"Cannone Mitragliera da 40/70 Bofors Modello 1947";"Cannone Mitragliera da 40/70 Bofors Modello 1947";"Cannone Mitragliera da 40/70 Bofors Modello 1947";"Cannone Mitragliera da 40/70 Bofors Modello 1947";"Cannone Mitragliera da 40/70 Bofors Modello 1947";"Cannone Mitragliera da 40/70 Bofors Modello 1947";"Cannone Mitragliera da 40/70 Bofors Modello 1947";"Cannone Mitragliera da 40/70 Bofors Modello 1947";;
"weapons/it_533mm_si250_tipo_a_torpedo";"Torpedina da Si 250/533 Tipo A";"Torpedina da Si 250/533 Tipo A";"Torpedina da Si 250/533 Tipo A";"Torpedina da Si 250/533 Tipo A";"Torpedina da Si 250/533 Tipo A";"Torpedina da Si 250/533 Tipo A";"Torpedina da Si 250/533 Tipo A";"Torpedina da Si 250/533 Tipo A";"Torpedina da Si 250/533 Tipo A";"Torpedina da Si 250/533 Tipo A";"Torpedina da Si 250/533 Tipo A";"Torpedina da Si 250/533 Tipo A";"Torpedina da Si 250/533 Tipo A";"Torpedina da Si 250/533 Tipo A";"Torpedina da Si 250/533 Tipo A";"Torpedina da Si 250/533 Tipo A";"Torpedina da Si 250/533 Tipo A";"Torpedina da Si 250/533 Tipo A";"Torpedina da Si 250/533 Tipo A";"Torpedina da Si 250/533 Tipo A";;
"weapons/it_533mm_si270_tipo_i_torpedo";"Torpedina da Si 270/533 Tipo I";"Torpedina da Si 270/533 Tipo I";"Torpedina da Si 270/533 Tipo I";"Torpedina da Si 270/533 Tipo I";"Torpedina da Si 270/533 Tipo I";"Torpedina da Si 270/533 Tipo I";"Torpedina da Si 270/533 Tipo I";"Torpedina da Si 270/533 Tipo I";"Torpedina da Si 270/533 Tipo I";"Torpedina da Si 270/533 Tipo I";"Torpedina da Si 270/533 Tipo I";"Torpedina da Si 270/533 Tipo I";"Torpedina da Si 270/533 Tipo I";"Torpedina da Si 270/533 Tipo I";"Torpedina da Si 270/533 Tipo I";"Torpedina da Si 270/533 Tipo I";"Torpedina da Si 270/533 Tipo I";"Torpedina da Si 270/533 Tipo I";"Torpedina da Si 270/533 Tipo I";"Torpedina da Si 270/533 Tipo I";;
"weapons/it_533mm_si270_tipo_m_torpedo";"Torpedina da Si 270/533 Tipo M";"Torpedina da Si 270/533 Tipo M";"Torpedina da Si 270/533 Tipo M";"Torpedina da Si 270/533 Tipo M";"Torpedina da Si 270/533 Tipo M";"Torpedina da Si 270/533 Tipo M";"Torpedina da Si 270/533 Tipo M";"Torpedina da Si 270/533 Tipo M";"Torpedina da Si 270/533 Tipo M";"Torpedina da Si 270/533 Tipo M";"Torpedina da Si 270/533 Tipo M";"Torpedina da Si 270/533 Tipo M";"Torpedina da Si 270/533 Tipo M";"Torpedina da Si 270/533 Tipo M";"Torpedina da Si 270/533 Tipo M";"Torpedina da Si 270/533 Tipo M";"Torpedina da Si 270/533 Tipo M";"Torpedina da Si 270/533 Tipo M";"Torpedina da Si 270/533 Tipo M";"Torpedina da Si 270/533 Tipo M";;
"weapons/us_324mm_mark_44_torpedo";"Mk.44 324mm Torpedo";"Mk.44 324mm Torpedo";"Mk.44 324mm Torpedo";"Mk.44 324mm Torpedo";"Mk.44 324mm Torpedo";"Mk.44 324mm Torpedo";"Mk.44 324mm Torpedo";"Mk.44 324mm Torpedo";"Mk.44 324mm Torpedo";"Mk.44 324mm Torpedo";"Mk.44 324mm Torpedo";"Mk.44 324mm Torpedo";"Mk.44 324mm Torpedo";"Mk.44 324mm Torpedo";"Mk.44 324mm Torpedo";"Mk.44 324mm Torpedo";"Mk.44 324mm Torpedo";"Mk.44 324mm Torpedo";"Mk.44 324mm Torpedo";"Mk.44 324mm Torpedo";;
"weapons/it_whitehead_a110_450_torpedo";"Torpedina da Fiume 110/450 Tipo A";"Torpedina da Fiume 110/450 Tipo A";"Torpedina da Fiume 110/450 Tipo A";"Torpedina da Fiume 110/450 Tipo A";"Torpedina da Fiume 110/450 Tipo A";"Torpedina da Fiume 110/450 Tipo A";"Torpedina da Fiume 110/450 Tipo A";"Torpedina da Fiume 110/450 Tipo A";"Torpedina da Fiume 110/450 Tipo A";"Torpedina da Fiume 110/450 Tipo A";"Torpedina da Fiume 110/450 Tipo A";"Torpedina da Fiume 110/450 Tipo A";"Torpedina da Fiume 110/450 Tipo A";"Torpedina da Fiume 110/450 Tipo A";"Torpedina da Fiume 110/450 Tipo A";"Torpedina da Fiume 110/450 Tipo A";"Torpedina da Fiume 110/450 Tipo A";"Torpedina da Fiume 110/450 Tipo A";"Torpedina da Fiume 110/450 Tipo A";"Torpedina da Fiume 110/450 Tipo A";;
