"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"7_62mm_57n223s_gp";"7.62x54mmR Ball, 57N223S";"7.62x54mmR Ball, 57N223S";"7.62x54mmR Ball, 57N223S";"7.62x54mmR Ball, 57N223S";"7.62x54mmR Ball, 57N223S";"7.62x54mmR Ball, 57N223S";"7.62x54mmR Ball, 57N223S";"7.62x54mmR Ball, 57N223S";"7.62x54mmR Ball, 57N223S";"7.62x54mmR Ball, 57N223S";"7.62x54mmR Ball, 57N223S";"7.62x54mmR Ball, 57N223S";"7.62x54mmR Ball, 57N223S";"7.62x54mmR Ball, 57N223S";"7.62x54mmR Ball, 57N223S";"7.62x54mmR Ball, 57N223S";"7.62x54mmR Ball, 57N223S";"7.62x54mmR Ball, 57N223S";"7.62x54mmR Ball, 57N223S";"7.62x54mmR Ball, 57N223S";"7.62x54mmR Ball, 57N223S";;
"7_62mm_57n223s_st_m2_ep";"7.62x54mmR AP, ST-M2";"7.62x54mmR AP, ST-M2";"7.62x54mmR AP, ST-M2";"7.62x54mmR AP, ST-M2";"7.62x54mmR AP, ST-M2";"7.62x54mmR AP, ST-M2";"7.62x54mmR AP, ST-M2";"7.62x54mmR AP, ST-M2";"7.62x54mmR AP, ST-M2";"7.62x54mmR AP, ST-M2";"7.62x54mmR AP, ST-M2";"7.62x54mmR AP, ST-M2";"7.62x54mmR AP, ST-M2";"7.62x54mmR AP, ST-M2";"7.62x54mmR AP, ST-M2";"7.62x54mmR AP, ST-M2";"7.62x54mmR AP, ST-M2";"7.62x54mmR AP, ST-M2";"7.62x54mmR AP, ST-M2";"7.62x54mmR AP, ST-M2";"7.62x54mmR AP, ST-M2";;
"7_62mm_57n223_gp";"7.62x54mmR Ball, 57N223";"7.62x54mmR Ball, 57N223";"7.62x54mmR Ball, 57N223";"7.62x54mmR Ball, 57N223";"7.62x54mmR Ball, 57N223";"7.62x54mmR Ball, 57N223";"7.62x54mmR Ball, 57N223";"7.62x54mmR Ball, 57N223";"7.62x54mmR Ball, 57N223";"7.62x54mmR Ball, 57N223";"7.62x54mmR Ball, 57N223";"7.62x54mmR Ball, 57N223";"7.62x54mmR Ball, 57N223";"7.62x54mmR Ball, 57N223";"7.62x54mmR Ball, 57N223";"7.62x54mmR Ball, 57N223";"7.62x54mmR Ball, 57N223";"7.62x54mmR Ball, 57N223";"7.62x54mmR Ball, 57N223";"7.62x54mmR Ball, 57N223";"7.62x54mmR Ball, 57N223";;
"7_62mm_57b222";"7.62x54mmR Ball, 57B222";"7.62x54mmR Ball, 57B222";"7.62x54mmR Ball, 57B222";"7.62x54mmR Ball, 57B222";"7.62x54mmR Ball, 57B222";"7.62x54mmR Ball, 57B222";"7.62x54mmR Ball, 57B222";"7.62x54mmR Ball, 57B222";"7.62x54mmR Ball, 57B222";"7.62x54mmR Ball, 57B222";"7.62x54mmR Ball, 57B222";"7.62x54mmR Ball, 57B222";"7.62x54mmR Ball, 57B222";"7.62x54mmR Ball, 57B222";"7.62x54mmR Ball, 57B222";"7.62x54mmR Ball, 57B222";"7.62x54mmR Ball, 57B222";"7.62x54mmR Ball, 57B222";"7.62x54mmR Ball, 57B222";"7.62x54mmR Ball, 57B222";"7.62x54mmR Ball, 57B222";;
"7_62mm_57bz322";"7.62x54mmR AP, 57BZ223";"7.62x54mmR AP, 57BZ223";"7.62x54mmR AP, 57BZ223";"7.62x54mmR AP, 57BZ223";"7.62x54mmR AP, 57BZ223";"7.62x54mmR AP, 57BZ223";"7.62x54mmR AP, 57BZ223";"7.62x54mmR AP, 57BZ223";"7.62x54mmR AP, 57BZ223";"7.62x54mmR AP, 57BZ223";"7.62x54mmR AP, 57BZ223";"7.62x54mmR AP, 57BZ223";"7.62x54mmR AP, 57BZ223";"7.62x54mmR AP, 57BZ223";"7.62x54mmR AP, 57BZ223";"7.62x54mmR AP, 57BZ223";"7.62x54mmR AP, 57BZ223";"7.62x54mmR AP, 57BZ223";"7.62x54mmR AP, 57BZ223";"7.62x54mmR AP, 57BZ223";"7.62x54mmR AP, 57BZ223";;
"7_62mm_57bzt322";"7.62x54mmR AP-T, 57BZT322";"7.62x54mmR AP-T, 57BZT322";"7.62x54mmR AP-T, 57BZT322";"7.62x54mmR AP-T, 57BZT322";"7.62x54mmR AP-T, 57BZT322";"7.62x54mmR AP-T, 57BZT322";"7.62x54mmR AP-T, 57BZT322";"7.62x54mmR AP-T, 57BZT322";"7.62x54mmR AP-T, 57BZT322";"7.62x54mmR AP-T, 57BZT322";"7.62x54mmR AP-T, 57BZT322";"7.62x54mmR AP-T, 57BZT322";"7.62x54mmR AP-T, 57BZT322";"7.62x54mmR AP-T, 57BZT322";"7.62x54mmR AP-T, 57BZT322";"7.62x54mmR AP-T, 57BZT322";"7.62x54mmR AP-T, 57BZT322";"7.62x54mmR AP-T, 57BZT322";"7.62x54mmR AP-T, 57BZT322";"7.62x54mmR AP-T, 57BZT322";"7.62x54mmR AP-T, 57BZT322";;
"7_62mm_bs_40";"7.62x54mmR API, BS-40";"7.62x54mmR API, BS-40";"7.62x54mmR API, BS-40";"7.62x54mmR API, BS-40";"7.62x54mmR API, BS-40";"7.62x54mmR API, BS-40";"7.62x54mmR API, BS-40";"7.62x54mmR API, BS-40";"7.62x54mmR API, BS-40";"7.62x54mmR API, BS-40";"7.62x54mmR API, BS-40";"7.62x54mmR API, BS-40";"7.62x54mmR API, BS-40";"7.62x54mmR API, BS-40";"7.62x54mmR API, BS-40";"7.62x54mmR API, BS-40";"7.62x54mmR API, BS-40";"7.62x54mmR API, BS-40";"7.62x54mmR API, BS-40";"7.62x54mmR API, BS-40";"7.62x54mmR API, BS-40";;
"7_62mm_7n1";"7.62x54mmR Ball, 7N1";"7.62x54mmR Ball, 7N1";"7.62x54mmR Ball, 7N1";"7.62x54mmR Ball, 7N1";"7.62x54mmR Ball, 7N1";"7.62x54mmR Ball, 7N1";"7.62x54mmR Ball, 7N1";"7.62x54mmR Ball, 7N1";"7.62x54mmR Ball, 7N1";"7.62x54mmR Ball, 7N1";"7.62x54mmR Ball, 7N1";"7.62x54mmR Ball, 7N1";"7.62x54mmR Ball, 7N1";"7.62x54mmR Ball, 7N1";"7.62x54mmR Ball, 7N1";"7.62x54mmR Ball, 7N1";"7.62x54mmR Ball, 7N1";"7.62x54mmR Ball, 7N1";"7.62x54mmR Ball, 7N1";"7.62x54mmR Ball, 7N1";"7.62x54mmR Ball, 7N1";;
"7_62mm_7n13_ap";"7.62x54mmR AP, 7N13";"7.62x54mmR AP, 7N13";"7.62x54mmR AP, 7N13";"7.62x54mmR AP, 7N13";"7.62x54mmR AP, 7N13";"7.62x54mmR AP, 7N13";"7.62x54mmR AP, 7N13";"7.62x54mmR AP, 7N13";"7.62x54mmR AP, 7N13";"7.62x54mmR AP, 7N13";"7.62x54mmR AP, 7N13";"7.62x54mmR AP, 7N13";"7.62x54mmR AP, 7N13";"7.62x54mmR AP, 7N13";"7.62x54mmR AP, 7N13";"7.62x54mmR AP, 7N13";"7.62x54mmR AP, 7N13";"7.62x54mmR AP, 7N13";"7.62x54mmR AP, 7N13";"7.62x54mmR AP, 7N13";"7.62x54mmR AP, 7N13";;
"7_62mm_7n14_ap";"7.62x54mmR AP, 7N14";"7.62x54mmR AP, 7N14";"7.62x54mmR AP, 7N14";"7.62x54mmR AP, 7N14";"7.62x54mmR AP, 7N14";"7.62x54mmR AP, 7N14";"7.62x54mmR AP, 7N14";"7.62x54mmR AP, 7N14";"7.62x54mmR AP, 7N14";"7.62x54mmR AP, 7N14";"7.62x54mmR AP, 7N14";"7.62x54mmR AP, 7N14";"7.62x54mmR AP, 7N14";"7.62x54mmR AP, 7N14";"7.62x54mmR AP, 7N14";"7.62x54mmR AP, 7N14";"7.62x54mmR AP, 7N14";"7.62x54mmR AP, 7N14";"7.62x54mmR AP, 7N14";"7.62x54mmR AP, 7N14";"7.62x54mmR AP, 7N14";;
"7_62mm_7n26_ap";"7.62x54mmR AP, 7N26";"7.62x54mmR AP, 7N26";"7.62x54mmR AP, 7N26";"7.62x54mmR AP, 7N26";"7.62x54mmR AP, 7N26";"7.62x54mmR AP, 7N26";"7.62x54mmR AP, 7N26";"7.62x54mmR AP, 7N26";"7.62x54mmR AP, 7N26";"7.62x54mmR AP, 7N26";"7.62x54mmR AP, 7N26";"7.62x54mmR AP, 7N26";"7.62x54mmR AP, 7N26";"7.62x54mmR AP, 7N26";"7.62x54mmR AP, 7N26";"7.62x54mmR AP, 7N26";"7.62x54mmR AP, 7N26";"7.62x54mmR AP, 7N26";"7.62x54mmR AP, 7N26";"7.62x54mmR AP, 7N26";"7.62x54mmR AP, 7N26";;
"7_62mm_7n37_hc";"7.62x54mmR AP, 7N37";"7.62x54mmR AP, 7N37";"7.62x54mmR AP, 7N37";"7.62x54mmR AP, 7N37";"7.62x54mmR AP, 7N37";"7.62x54mmR AP, 7N37";"7.62x54mmR AP, 7N37";"7.62x54mmR AP, 7N37";"7.62x54mmR AP, 7N37";"7.62x54mmR AP, 7N37";"7.62x54mmR AP, 7N37";"7.62x54mmR AP, 7N37";"7.62x54mmR AP, 7N37";"7.62x54mmR AP, 7N37";"7.62x54mmR AP, 7N37";"7.62x54mmR AP, 7N37";"7.62x54mmR AP, 7N37";"7.62x54mmR AP, 7N37";"7.62x54mmR AP, 7N37";"7.62x54mmR AP, 7N37";"7.62x54mmR AP, 7N37";;
"7_62mm_7bt1_tracer";"7.62x54mmR AP-T, 7BT1";"7.62x54mmR AP-T, 7BT1";"7.62x54mmR AP-T, 7BT1";"7.62x54mmR AP-T, 7BT1";"7.62x54mmR AP-T, 7BT1";"7.62x54mmR AP-T, 7BT1";"7.62x54mmR AP-T, 7BT1";"7.62x54mmR AP-T, 7BT1";"7.62x54mmR AP-T, 7BT1";"7.62x54mmR AP-T, 7BT1";"7.62x54mmR AP-T, 7BT1";"7.62x54mmR AP-T, 7BT1";"7.62x54mmR AP-T, 7BT1";"7.62x54mmR AP-T, 7BT1";"7.62x54mmR AP-T, 7BT1";"7.62x54mmR AP-T, 7BT1";"7.62x54mmR AP-T, 7BT1";"7.62x54mmR AP-T, 7BT1";"7.62x54mmR AP-T, 7BT1";"7.62x54mmR AP-T, 7BT1";"7.62x54mmR AP-T, 7BT1";;
"7_62mm_7t2_tracer";"7.62x54mmR T, 7T2";"7.62x54mmR T, 7T2";"7.62x54mmR T, 7T2";"7.62x54mmR T, 7T2";"7.62x54mmR T, 7T2";"7.62x54mmR T, 7T2";"7.62x54mmR T, 7T2";"7.62x54mmR T, 7T2";"7.62x54mmR T, 7T2";"7.62x54mmR T, 7T2";"7.62x54mmR T, 7T2";"7.62x54mmR T, 7T2";"7.62x54mmR T, 7T2";"7.62x54mmR T, 7T2";"7.62x54mmR T, 7T2";"7.62x54mmR T, 7T2";"7.62x54mmR T, 7T2";"7.62x54mmR T, 7T2";"7.62x54mmR T, 7T2";"7.62x54mmR T, 7T2";"7.62x54mmR T, 7T2";;
"7_62mm_t_30";"7.62x54mmR T, 57T322 (T-30)";"7.62x54mmR T, 57T322 (T-30)";"7.62x54mmR T, 57T322 (T-30)";"7.62x54mmR T, 57T322 (T-30)";"7.62x54mmR T, 57T322 (T-30)";"7.62x54mmR T, 57T322 (T-30)";"7.62x54mmR T, 57T322 (T-30)";"7.62x54mmR T, 57T322 (T-30)";"7.62x54mmR T, 57T322 (T-30)";"7.62x54mmR T, 57T322 (T-30)";"7.62x54mmR T, 57T322 (T-30)";"7.62x54mmR T, 57T322 (T-30)";"7.62x54mmR T, 57T322 (T-30)";"7.62x54mmR T, 57T322 (T-30)";"7.62x54mmR T, 57T322 (T-30)";"7.62x54mmR T, 57T322 (T-30)";"7.62x54mmR T, 57T322 (T-30)";"7.62x54mmR T, 57T322 (T-30)";"7.62x54mmR T, 57T322 (T-30)";"7.62x54mmR T, 57T322 (T-30)";"7.62x54mmR T, 57T322 (T-30)";;
"7_62mm_t_46";"7.62x54mmR T, 57T322 (T-46)";"7.62x54mmR T, 57T322 (T-46)";"7.62x54mmR T, 57T322 (T-46)";"7.62x54mmR T, 57T322 (T-46)";"7.62x54mmR T, 57T322 (T-46)";"7.62x54mmR T, 57T322 (T-46)";"7.62x54mmR T, 57T322 (T-46)";"7.62x54mmR T, 57T322 (T-46)";"7.62x54mmR T, 57T322 (T-46)";"7.62x54mmR T, 57T322 (T-46)";"7.62x54mmR T, 57T322 (T-46)";"7.62x54mmR T, 57T322 (T-46)";"7.62x54mmR T, 57T322 (T-46)";"7.62x54mmR T, 57T322 (T-46)";"7.62x54mmR T, 57T322 (T-46)";"7.62x54mmR T, 57T322 (T-46)";"7.62x54mmR T, 57T322 (T-46)";"7.62x54mmR T, 57T322 (T-46)";"7.62x54mmR T, 57T322 (T-46)";"7.62x54mmR T, 57T322 (T-46)";"7.62x54mmR T, 57T322 (T-46)";;
"9mm_57n181_fmj";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";;
"9mm_57n181_ball";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";"9x18mm Ball, 57N181";;
"9mm_57n181s_sc";"9x18mm Ball, 57N181S";"9x18mm Ball, 57N181S";"9x18mm Ball, 57N181S";"9x18mm Ball, 57N181S";"9x18mm Ball, 57N181S";"9x18mm Ball, 57N181S";"9x18mm Ball, 57N181S";"9x18mm Ball, 57N181S";"9x18mm Ball, 57N181S";"9x18mm Ball, 57N181S";"9x18mm Ball, 57N181S";"9x18mm Ball, 57N181S";"9x18mm Ball, 57N181S";"9x18mm Ball, 57N181S";"9x18mm Ball, 57N181S";"9x18mm Ball, 57N181S";"9x18mm Ball, 57N181S";"9x18mm Ball, 57N181S";"9x18mm Ball, 57N181S";"9x18mm Ball, 57N181S";"9x18mm Ball, 57N181S";;
"9mm_57t181_sc_t";"9x18mm T, 57T181";"9x18mm T, 57T181";"9x18mm T, 57T181";"9x18mm T, 57T181";"9x18mm T, 57T181";"9x18mm T, 57T181";"9x18mm T, 57T181";"9x18mm T, 57T181";"9x18mm T, 57T181";"9x18mm T, 57T181";"9x18mm T, 57T181";"9x18mm T, 57T181";"9x18mm T, 57T181";"9x18mm T, 57T181";"9x18mm T, 57T181";"9x18mm T, 57T181";"9x18mm T, 57T181";"9x18mm T, 57T181";"9x18mm T, 57T181";"9x18mm T, 57T181";"9x18mm T, 57T181";;
"9mm_7n15_ap";"9x18mm AP, 7N15";"9x18mm AP, 7N15";"9x18mm AP, 7N15";"9x18mm AP, 7N15";"9x18mm AP, 7N15";"9x18mm AP, 7N15";"9x18mm AP, 7N15";"9x18mm AP, 7N15";"9x18mm AP, 7N15";"9x18mm AP, 7N15";"9x18mm AP, 7N15";"9x18mm AP, 7N15";"9x18mm AP, 7N15";"9x18mm AP, 7N15";"9x18mm AP, 7N15";"9x18mm AP, 7N15";"9x18mm AP, 7N15";"9x18mm AP, 7N15";"9x18mm AP, 7N15";"9x18mm AP, 7N15";"9x18mm AP, 7N15";;
"9mm_7n16_ap";"9x18mm AP, 7N16";"9x18mm AP, 7N16";"9x18mm AP, 7N16";"9x18mm AP, 7N16";"9x18mm AP, 7N16";"9x18mm AP, 7N16";"9x18mm AP, 7N16";"9x18mm AP, 7N16";"9x18mm AP, 7N16";"9x18mm AP, 7N16";"9x18mm AP, 7N16";"9x18mm AP, 7N16";"9x18mm AP, 7N16";"9x18mm AP, 7N16";"9x18mm AP, 7N16";"9x18mm AP, 7N16";"9x18mm AP, 7N16";"9x18mm AP, 7N16";"9x18mm AP, 7N16";"9x18mm AP, 7N16";"9x18mm AP, 7N16";;
"9mm_7n25_ap";"9x18mm AP, 7N25";"9x18mm AP, 7N25";"9x18mm AP, 7N25";"9x18mm AP, 7N25";"9x18mm AP, 7N25";"9x18mm AP, 7N25";"9x18mm AP, 7N25";"9x18mm AP, 7N25";"9x18mm AP, 7N25";"9x18mm AP, 7N25";"9x18mm AP, 7N25";"9x18mm AP, 7N25";"9x18mm AP, 7N25";"9x18mm AP, 7N25";"9x18mm AP, 7N25";"9x18mm AP, 7N25";"9x18mm AP, 7N25";"9x18mm AP, 7N25";"9x18mm AP, 7N25";"9x18mm AP, 7N25";"9x18mm AP, 7N25";;
"9mm_ppe_jhp";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";;
"9mm_ppe_hp";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";"9x18mm HP, PPE GZ";;
"9mm_7n31_ap";"9x19mm AP,7N31";"9x19mm AP,7N31";"9x19mm AP,7N31";"9x19mm AP,7N31";"9x19mm AP,7N31";"9x19mm AP,7N31";"9x19mm AP,7N31";"9x19mm AP,7N31";"9x19mm AP,7N31";"9x19mm AP,7N31";"9x19mm AP,7N31";"9x19mm AP,7N31";"9x19mm AP,7N31";"9x19mm AP,7N31";"9x19mm AP,7N31";"9x19mm AP,7N31";"9x19mm AP,7N31";"9x19mm AP,7N31";"9x19mm AP,7N31";"9x19mm AP,7N31";"9x19mm AP,7N31";;
"9mm_7n21_ap";"9x19mm AP, 7N21";"9x19mm AP, 7N21";"9x19mm AP, 7N21";"9x19mm AP, 7N21";"9x19mm AP, 7N21";"9x19mm AP, 7N21";"9x19mm AP, 7N21";"9x19mm AP, 7N21";"9x19mm AP, 7N21";"9x19mm AP, 7N21";"9x19mm AP, 7N21";"9x19mm AP, 7N21";"9x19mm AP, 7N21";"9x19mm AP, 7N21";"9x19mm AP, 7N21";"9x19mm AP, 7N21";"9x19mm AP, 7N21";"9x19mm AP, 7N21";"9x19mm AP, 7N21";"9x19mm AP, 7N21";"9x19mm AP, 7N21";;
"9mm_sp10_ap";"9x21mm AP, 7N29";"9x21mm AP, 7N29";"9x21mm AP, 7N29";"9x21mm AP, 7N29";"9x21mm AP, 7N29";"9x21mm AP, 7N29";"9x21mm AP, 7N29";"9x21mm AP, 7N29";"9x21mm AP, 7N29";"9x21mm AP, 7N29";"9x21mm AP, 7N29";"9x21mm AP, 7N29";"9x21mm AP, 7N29";"9x21mm AP, 7N29";"9x21mm AP, 7N29";"9x21mm AP, 7N29";"9x21mm AP, 7N29";"9x21mm AP, 7N29";"9x21mm AP, 7N29";"9x21mm AP, 7N29";"9x21mm AP, 7N29";;
"9mm_sp11_ball";"9x21mm Ball, 7N28";"9x21mm Ball, 7N28";"9x21mm Ball, 7N28";"9x21mm Ball, 7N28";"9x21mm Ball, 7N28";"9x21mm Ball, 7N28";"9x21mm Ball, 7N28";"9x21mm Ball, 7N28";"9x21mm Ball, 7N28";"9x21mm Ball, 7N28";"9x21mm Ball, 7N28";"9x21mm Ball, 7N28";"9x21mm Ball, 7N28";"9x21mm Ball, 7N28";"9x21mm Ball, 7N28";"9x21mm Ball, 7N28";"9x21mm Ball, 7N28";"9x21mm Ball, 7N28";"9x21mm Ball, 7N28";"9x21mm Ball, 7N28";"9x21mm Ball, 7N28";;
"9mm_sp12_hp";"9x21mm HP, SP-12";"9x21mm HP, SP-12";"9x21mm HP, SP-12";"9x21mm HP, SP-12";"9x21mm HP, SP-12";"9x21mm HP, SP-12";"9x21mm HP, SP-12";"9x21mm HP, SP-12";"9x21mm HP, SP-12";"9x21mm HP, SP-12";"9x21mm HP, SP-12";"9x21mm HP, SP-12";"9x21mm HP, SP-12";"9x21mm HP, SP-12";"9x21mm HP, SP-12";"9x21mm HP, SP-12";"9x21mm HP, SP-12";"9x21mm HP, SP-12";"9x21mm HP, SP-12";"9x21mm HP, SP-12";"9x21mm HP, SP-12";;
"9mm_sp13_ap";"9x21mm AP-T, 7BT3";"9x21mm AP-T, 7BT3";"9x21mm AP-T, 7BT3";"9x21mm AP-T, 7BT3";"9x21mm AP-T, 7BT3";"9x21mm AP-T, 7BT3";"9x21mm AP-T, 7BT3";"9x21mm AP-T, 7BT3";"9x21mm AP-T, 7BT3";"9x21mm AP-T, 7BT3";"9x21mm AP-T, 7BT3";"9x21mm AP-T, 7BT3";"9x21mm AP-T, 7BT3";"9x21mm AP-T, 7BT3";"9x21mm AP-T, 7BT3";"9x21mm AP-T, 7BT3";"9x21mm AP-T, 7BT3";"9x21mm AP-T, 7BT3";"9x21mm AP-T, 7BT3";"9x21mm AP-T, 7BT3";"9x21mm AP-T, 7BT3";;
"9mm_sp5_ball";"9x39mm Ball, 7N8";"9x39mm Ball, 7N8";"9x39mm Ball, 7N8";"9x39mm Ball, 7N8";"9x39mm Ball, 7N8";"9x39mm Ball, 7N8";"9x39mm Ball, 7N8";"9x39mm Ball, 7N8";"9x39mm Ball, 7N8";"9x39mm Ball, 7N8";"9x39mm Ball, 7N8";"9x39mm Ball, 7N8";"9x39mm Ball, 7N8";"9x39mm Ball, 7N8";"9x39mm Ball, 7N8";"9x39mm Ball, 7N8";"9x39mm Ball, 7N8";"9x39mm Ball, 7N8";"9x39mm Ball, 7N8";"9x39mm Ball, 7N8";"9x39mm Ball, 7N8";;
"9mm_sp6_ap";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";;
"9mm_spp_ap";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";"9x39mm AP, 7N9";;
"9mm_sp5_tracer";"9x39mm T, 7T8";"9x39mm T, 7T8";"9x39mm T, 7T8";"9x39mm T, 7T8";"9x39mm T, 7T8";"9x39mm T, 7T8";"9x39mm T, 7T8";"9x39mm T, 7T8";"9x39mm T, 7T8";"9x39mm T, 7T8";"9x39mm T, 7T8";"9x39mm T, 7T8";"9x39mm T, 7T8";"9x39mm T, 7T8";"9x39mm T, 7T8";"9x39mm T, 7T8";"9x39mm T, 7T8";"9x39mm T, 7T8";"9x39mm T, 7T8";"9x39mm T, 7T8";"9x39mm T, 7T8";;
"9mm_bp_ap";"9x39mm AP, 7N12";"9x39mm AP, 7N12";"9x39mm AP, 7N12";"9x39mm AP, 7N12";"9x39mm AP, 7N12";"9x39mm AP, 7N12";"9x39mm AP, 7N12";"9x39mm AP, 7N12";"9x39mm AP, 7N12";"9x39mm AP, 7N12";"9x39mm AP, 7N12";"9x39mm AP, 7N12";"9x39mm AP, 7N12";"9x39mm AP, 7N12";"9x39mm AP, 7N12";"9x39mm AP, 7N12";"9x39mm AP, 7N12";"9x39mm AP, 7N12";"9x39mm AP, 7N12";"9x39mm AP, 7N12";"9x39mm AP, 7N12";;
"9mm_pab_9_ap";"9x39mm AP, PAB-9";"9x39mm AP, PAB-9";"9x39mm AP, PAB-9";"9x39mm AP, PAB-9";"9x39mm AP, PAB-9";"9x39mm AP, PAB-9";"9x39mm AP, PAB-9";"9x39mm AP, PAB-9";"9x39mm AP, PAB-9";"9x39mm AP, PAB-9";"9x39mm AP, PAB-9";"9x39mm AP, PAB-9";"9x39mm AP, PAB-9";"9x39mm AP, PAB-9";"9x39mm AP, PAB-9";"9x39mm AP, PAB-9";"9x39mm AP, PAB-9";"9x39mm AP, PAB-9";"9x39mm AP, PAB-9";"9x39mm AP, PAB-9";"9x39mm AP, PAB-9";;
//CN//
"5_8mm_dbp_87_gp";"DBP-87 5.8x42mm Ball";"DBP-87 5.8x42mm Ball";"DBP-87 5.8x42mm Ball";"DBP-87 5.8x42mm Ball";"DBP-87 5.8x42mm Ball";"DBP-87 5.8x42mm Ball";"DBP-87 5.8x42mm Ball";"DBP-87 5.8x42mm Ball";"DBP-87 5.8x42mm Ball";"DBP-87 5.8x42mm Ball";"DBP-87 5.8x42mm Ball";"DBP-87 5.8x42mm Ball";"DBP-87 5.8x42mm Ball";"DBP-87 5.8x42mm Ball";"DBP-87 5.8x42mm Ball";"DBP-87 5.8x42mm Ball";"DBP-87 5.8x42mm Ball";"DBP-87 5.8x42mm Ball";"DBP-87 5.8x42mm Ball";"DBP-87 5.8x42mm Ball";"DBP-87 5.8x42mm Ball";;
//rocket//
"su_9M39";"9M39 Igla";"9M39 Igla";"9M39 Igla";"9M39 Igla";"9M39 Igla";"9M39 Igla";"9M39 Igla";"9M39 Igla";"9M39 Igla";"9M39 Igla";"9M39 Igla";"9M39 Igla";"9M39 Igla";"9M39 Igla";"9M39 Igla";"9M39 Igla";"9M39 Igla";"9M39 Igla";"9M39 Igla";"9M39 Igla";"9M39 Igla";;
