"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"title_master_harpooner/desc";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVII ""Guided Fury""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVII ""Guided Fury""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVII ""Guided Fury""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVII ""Guided Fury""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVII ""Guided Fury""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVII ""Guided Fury""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVII ""Guided Fury""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVII ""Guided Fury""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVII ""Guided Fury""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVII ""Guided Fury""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVII ""Guided Fury""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVII ""Guided Fury""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVII ""Guided Fury""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVII ""Guided Fury""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVII ""Guided Fury""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVII ""Guided Fury""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVII ""Guided Fury""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVII ""Guided Fury""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVII ""Guided Fury""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVII ""Guided Fury""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVII ""Guided Fury""";;

"title/title_matador";"Matador";"Matador";"Matador";"Matador";"Matador";"Матадор";"Matador";"Matador";"Matador";"斗\t牛\t士";"Matador";"Matador";"Матадор";"Matador";"Matador";"마타도르";"Матадор";"Matador";"Matador";"Matador";"Matador";;
"title_matador/desc";"<color=#CCA43B>Awarded for:</color> ▅B.KL.1A pre-order";"<color=#CCA43B>Awarded for:</color> ▅B.KL.1A pre-order";"<color=#CCA43B>Awarded for:</color> ▅B.KL.1A pre-order";"<color=#CCA43B>Awarded for:</color> ▅B.KL.1A pre-order";"<color=#CCA43B>Awarded for:</color> ▅B.KL.1A pre-order";"<color=#CCA43B>Awarded for:</color> ▅B.KL.1A pre-order";"<color=#CCA43B>Awarded for:</color> ▅B.KL.1A pre-order";"<color=#CCA43B>Awarded for:</color> ▅B.KL.1A pre-order";"<color=#CCA43B>Awarded for:</color> ▅B.KL.1A pre-order";"<color=#CCA43B>Awarded for:</color> ▅B.KL.1A pre-order";"<color=#CCA43B>Awarded for:</color> ▅B.KL.1A pre-order";"<color=#CCA43B>Awarded for:</color> ▅B.KL.1A pre-order";"<color=#CCA43B>Awarded for:</color> ▅B.KL.1A pre-order";"<color=#CCA43B>Awarded for:</color> ▅B.KL.1A pre-order";"<color=#CCA43B>Awarded for:</color> ▅B.KL.1A pre-order";"<color=#CCA43B>Awarded for:</color> ▅B.KL.1A pre-order";"<color=#CCA43B>Awarded for:</color> ▅B.KL.1A pre-order";"<color=#CCA43B>Awarded for:</color> ▅B.KL.1A pre-order";"<color=#CCA43B>Awarded for:</color> ▅B.KL.1A pre-order";"<color=#CCA43B>Awarded for:</color> ▅B.KL.1A pre-order";"<color=#CCA43B>Awarded for:</color> ▅B.KL.1A pre-order";;

"title/title_maverick";"Maverick";"Maverick";"Maverick";"Maverick";"Maverick";"Мэверик";"Maverick";"Maverick";"Maverick";"Maverick";"Maverick";"Maverick";"Мэверик";"Maverick";"Maverick";"Maverick";"Мэверик";"Maverick";"Maverick";"Maverick";"Maverick";;
"title_maverick/desc";"<color=#CCA43B>Awarded for:</color> F-14D-170 pre-order";"<color=#CCA43B>Awarded for:</color> F-14D-170 pre-order";"<color=#CCA43B>Awarded for:</color> F-14D-170 pre-order";"<color=#CCA43B>Awarded for:</color> F-14D-170 pre-order";"<color=#CCA43B>Awarded for:</color> F-14D-170 pre-order";"<color=#CCA43B>Awarded for:</color> F-14D-170 pre-order";"<color=#CCA43B>Awarded for:</color> F-14D-170 pre-order";"<color=#CCA43B>Awarded for:</color> F-14D-170 pre-order";"<color=#CCA43B>Awarded for:</color> F-14D-170 pre-order";"<color=#CCA43B>Awarded for:</color> F-14D-170 pre-order";"<color=#CCA43B>Awarded for:</color> F-14D-170 pre-order";"<color=#CCA43B>Awarded for:</color> F-14D-170 pre-order";"<color=#CCA43B>Awarded for:</color> F-14D-170 pre-order";"<color=#CCA43B>Awarded for:</color> F-14D-170 pre-order";"<color=#CCA43B>Awarded for:</color> F-14D-170 pre-order";"<color=#CCA43B>Awarded for:</color> F-14D-170 pre-order";"<color=#CCA43B>Awarded for:</color> F-14D-170 pre-order";"<color=#CCA43B>Awarded for:</color> F-14D-170 pre-order";"<color=#CCA43B>Awarded for:</color> F-14D-170 pre-order";"<color=#CCA43B>Awarded for:</color> F-14D-170 pre-order";"<color=#CCA43B>Awarded for:</color> F-14D-170 pre-order";;

"title/title_meijin";"Meijin";"Meijin";"Meijin";"Meijin";"Meijin";"Мэйдзин";"Meijin";"Meijin";"Meijin";"统\t率\t名\t人";"名人";"Meijin";"Мейдзін";"Meijin";"Meidzsin";"명인";"Meijin";"Meijin";"統\t率\t名\t人";"Meijin";"Danh nhân";;
"title/title_meister";"Meister";"Meister";"Meister";"Meister";"Meister";"Мейстер";"Meister";"Meister";"Meister";"武\t斗\t宗\t师";"Meister";"Meister";"Мейстер";"Meister";"Meister";"장인";"Meister";"Meister";"武\t鬥\t宗\t師";"Meister";"Meister";;
"title/title_melomaniac";"Melomaniac";"Mélomane";"Melomane";"Melomane";"Melomaniaco";"Меломан";"Meloman";"Melomaniac";"Müzik Tutkunu";"音\t乐\t狂";"Melomaniac";"Melomaníaco";"Меломан";"Melomaniac";"Zenebolond";"음악광";"Melomaniac";"Melomaniac";"音\t樂\t狂";"Melomaniac";"Melomaniac";;
"title/title_mercenary";"Mercenary";"Mercenaire";"Mercenario";"Söldner";"Mercenario";"Mercenary";"Najemnik";"Žoldák";"Paralı Asker";"雇\t佣\t兵";"傭兵";"Mercenário";"Mercenary";"Mercenary";"Mercenary";"용병";"Mercenary";"Mercenary";"僱\t傭\t兵";"Mercenary";"Lính đánh thuê";;
"title_mercenary/desc";"<color=#CCA43B>Awarded for:</color> Unlocking the J 35D camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the J 35D camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the J 35D camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the J 35D camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the J 35D camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the J 35D camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the J 35D camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the J 35D camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the J 35D camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the J 35D camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the J 35D camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the J 35D camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the J 35D camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the J 35D camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the J 35D camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the J 35D camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the J 35D camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the J 35D camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the J 35D camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the J 35D camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the J 35D camouflage during the Area 88 Collab";;
"title/title_merciless";"Merciless";"Sans pitié";"Senza Pietà";"Gnadenlos";"Sin Piedad";"Беспощадный";"Bezlitosny";"Nemilosrdý";"Acımasız";"残\t酷\t无\t情";"Merciless";"Impiedoso";"Нещадний";"Merciless";"Könyörtelen";"무자비";"Бязлітасны";"Merciless";"殘\t酷\t無\t情";"Merciless";"Không thương tiếc";;
"title/title_mighty_endeavor";"The Mighty Endeavor";"The Mighty Endeavor";"Tentativo Encomiabile";"Das gewaltige Vorhaben";"The Mighty Endeavor";"Великий подвиг";"Wielkie przedsięwzięcie";"The Mighty Endeavor";"Yüce Çaba";"卓\t绝\t的\t努\t力";"The Mighty Endeavor";"The Mighty Endeavor";"Великий подвиг";"The Mighty Endeavor";"The Mighty Endeavor";"남다른 노력가";"Великий подвиг";"The Mighty Endeavor";"卓\t絕\t的\t努\t力";"The Mighty Endeavor";"Nỗ lực mạnh mẽ";;
"title/title_mobile_warrior";"Mobile Warrior";"Guerrier de la Mobile";"Combattente Mobile";"Mobiler Krieger";"Guerrero Móvil";"Мобильный воин";"Zmechanizowany Wojownik";"Mobilní bojovník";"Mobil Savalçı";"机\t动\t步\t兵";"Mobile Warrior";"Mobile Warrior";"Мобільний воїн";"Mobile Warrior";"Mobile Warrior";"기동 보병";"Мобильный воин";"Mobile Warrior";"機\t動\t步\t兵";"Mobile Warrior";"Chiến binh di động";;
"title/title_musketeer";"Musketeer";"Mousquetaire";"Moschettiere";"Musketier";"Mosquetero";"Мушкетер";"Muszkieter";"Mušketýr";"Tüfekçi";"火\t枪\t手";"Musketeer";"Mosqueteiro";"Мушкетер";"Musketeer";"Muskétás";"머스킷티어";"Мушкецёр";"Musketeer";"火\t槍\t手";"Musketeer";"Lính ngự lâm";;
"title_musketeer/desc";"<color=#CCA43B>Awarded for:</color> B1 ter pre-order";"<color=#CCA43B>Awarded for:</color> B1 ter pre-order";"<color=#CCA43B>Awarded for:</color> B1 ter pre-order";"<color=#CCA43B>Awarded for:</color> B1 ter pre-order";"<color=#CCA43B>Awarded for:</color> B1 ter pre-order";"<color=#CCA43B>Awarded for:</color> B1 ter pre-order";"<color=#CCA43B>Awarded for:</color> B1 ter pre-order";"<color=#CCA43B>Awarded for:</color> B1 ter pre-order";"<color=#CCA43B>Awarded for:</color> B1 ter pre-order";"<color=#CCA43B>Awarded for:</color> B1 ter pre-order";"<color=#CCA43B>Awarded for:</color> B1 ter pre-order";"<color=#CCA43B>Awarded for:</color> B1 ter pre-order";"<color=#CCA43B>Awarded for:</color> B1 ter pre-order";"<color=#CCA43B>Awarded for:</color> B1 ter pre-order";"<color=#CCA43B>Awarded for:</color> B1 ter pre-order";"<color=#CCA43B>Awarded for:</color> B1 ter pre-order";"<color=#CCA43B>Awarded for:</color> B1 ter pre-order";"<color=#CCA43B>Awarded for:</color> B1 ter pre-order";"<color=#CCA43B>Awarded for:</color> B1 ter pre-order";"<color=#CCA43B>Awarded for:</color> B1 ter pre-order";"<color=#CCA43B>Awarded for:</color> B1 ter pre-order";;

"title/title_my_castle";"My castle";"Mon château";"Il mio Castello";"Meine Burg";"Mi castillo";"Моя крепость";"Mój zamek";"Můj hrad";"Benim Kalem";"我\t的\t温\t馨\t城\t堡";"我が\t城";"Meu Castelo";"Моя фортеця";"My castle";"Én váram";"이불 밖은 위험해";"My castle";"My castle";"我\t的\t溫\t馨\t城\t堡";"My castle";"Lâu đài của tôi";;
"title/title_neptune";"Neptune";"Neptune";"Nettuno";"Neptun";"Neptuno";"Нептун";"Neptun";"Neptun";"Neptün";"海\t王\t星\t行\t动";"Neptune";"Netuno";"Нептун";"Neptune";"Neptunusz";"넵튠";"Neptune";"Neptune";"海\t王\t星\t行\t動";"Neptune";"Sao Hải Vương";;
"title/title_never_pass_a_fault";"Never Pass a Fault";"Never Pass a Fault";"Never Pass a Fault";"Never Pass a Fault";"Never Pass a Fault";"Без права на ошибку";"Never Pass a Fault";"Never Pass a Fault";"Never Pass a Fault";"Never Pass a Fault";"Never Pass a Fault";"Never Pass a Fault";"Без права на ошибку";"Never Pass a Fault";"Never Pass a Fault";"Never Pass a Fault";"Без права на ошибку";"Never Pass a Fault";"Never Pass a Fault";"Never Pass a Fault";"Never Pass a Fault";;
"title/title_no_one_but_us";"No one but us";"Personne à part nous";"Nessun'altro che noi";"Niemand außer uns";"Nadie más que nosotros";"Никто, кроме нас";"Nikt poza nami";"No one but us";"Bizden başka kimse değil";"舍\t我\t其\t谁";"No one but us";"No one but us";"Ніхто крім нас";"No one but us";"No one but us";"우리가 아니면 그 누가 있겠는가?";"Никто, кроме нас";"No one but us";"No one but us";"No one but us";"Không ai ngoài chúng ta";;
"title_no_one_but_us/desc";"<color=#CCA43B>Awarded for:</color> BMD-4M pre-order";"<color=#CCA43B>Awarded for:</color> BMD-4M pre-order";"<color=#CCA43B>Awarded for:</color> BMD-4M pre-order";"<color=#CCA43B>Awarded for:</color> BMD-4M pre-order";"<color=#CCA43B>Awarded for:</color> BMD-4M pre-order";"<color=#CCA43B>Awarded for:</color> BMD-4M pre-order";"<color=#CCA43B>Awarded for:</color> BMD-4M pre-order";"<color=#CCA43B>Awarded for:</color> BMD-4M pre-order";"<color=#CCA43B>Awarded for:</color> BMD-4M pre-order";"<color=#CCA43B>Awarded for:</color> BMD-4M pre-order";"<color=#CCA43B>Awarded for:</color> BMD-4M pre-order";"<color=#CCA43B>Awarded for:</color> BMD-4M pre-order";"<color=#CCA43B>Awarded for:</color> BMD-4M pre-order";"<color=#CCA43B>Awarded for:</color> BMD-4M pre-order";"<color=#CCA43B>Awarded for:</color> BMD-4M pre-order";"<color=#CCA43B>Awarded for:</color> BMD-4M pre-order";"<color=#CCA43B>Awarded for:</color> BMD-4M pre-order";"<color=#CCA43B>Awarded for:</color> BMD-4M pre-order";"<color=#CCA43B>Awarded for:</color> BMD-4M pre-order";"<color=#CCA43B>Awarded for:</color> BMD-4M pre-order";"<color=#CCA43B>Awarded for:</color> BMD-4M pre-order";;

"title/title_nomad";"Nomad";"Nomade";"Nomade";"Nomade";"Nómada";"Кочевник";"Nomad";"Nomád";"Göçebe";"游\t牧\t民";"Nomad";"Nômade";"Кочівник";"Nomad";"Nomád";"유목민";"Nomad";"Nomad";"游\t牧\t民";"Nomad";"Nomad";;
"title_nomad/desc";"<color=#CCA43B>Awarded for:</color> OF-40 Mk. 2 (MTCA) pre-order";"<color=#CCA43B>Awarded for:</color> OF-40 Mk. 2 (MTCA) pre-order";"<color=#CCA43B>Awarded for:</color> OF-40 Mk. 2 (MTCA) pre-order";"<color=#CCA43B>Awarded for:</color> OF-40 Mk. 2 (MTCA) pre-order";"<color=#CCA43B>Awarded for:</color> OF-40 Mk. 2 (MTCA) pre-order";"<color=#CCA43B>Awarded for:</color> OF-40 Mk. 2 (MTCA) pre-order";"<color=#CCA43B>Awarded for:</color> OF-40 Mk. 2 (MTCA) pre-order";"<color=#CCA43B>Awarded for:</color> OF-40 Mk. 2 (MTCA) pre-order";"<color=#CCA43B>Awarded for:</color> OF-40 Mk. 2 (MTCA) pre-order";"<color=#CCA43B>Awarded for:</color> OF-40 Mk. 2 (MTCA) pre-order";"<color=#CCA43B>Awarded for:</color> OF-40 Mk. 2 (MTCA) pre-order";"<color=#CCA43B>Awarded for:</color> OF-40 Mk. 2 (MTCA) pre-order";"<color=#CCA43B>Awarded for:</color> OF-40 Mk. 2 (MTCA) pre-order";"<color=#CCA43B>Awarded for:</color> OF-40 Mk. 2 (MTCA) pre-order";"<color=#CCA43B>Awarded for:</color> OF-40 Mk. 2 (MTCA) pre-order";"<color=#CCA43B>Awarded for:</color> OF-40 Mk. 2 (MTCA) pre-order";"<color=#CCA43B>Awarded for:</color> OF-40 Mk. 2 (MTCA) pre-order";"<color=#CCA43B>Awarded for:</color> OF-40 Mk. 2 (MTCA) pre-order";"<color=#CCA43B>Awarded for:</color> OF-40 Mk. 2 (MTCA) pre-order";"<color=#CCA43B>Awarded for:</color> OF-40 Mk. 2 (MTCA) pre-order";"<color=#CCA43B>Awarded for:</color> OF-40 Mk. 2 (MTCA) pre-order";;

"title/title_omega_predator";"Omega Predator";"Prédateur Oméga";"Omega Predator";"Omega Predator";"Depredador Omega";"Омега-хищник";"Omega Predator";"Omega Predátor";"Omega Avcı";"欧\t米\t茄\t掠\t食\t者";"Omega Predator";"Predador Omega";"Омега-хижак";"Omega Predator";"Omega Predator";"최종 포식자";"Омега-хищник";"Omega Predator";"歐\t米\t茄\t掠\t食\t者";"Omega Predator";"Omega Predator";;
"title/title_on_a_roll";"On a roll";"On a roll";"In palla";"Eine Glückssträhne";"En racha";"В ударе";"Na fali";"On a roll";"Tıkırında";"好\t运\t连\t连";"On a roll";"On a roll";"В ударі";"On a roll";"Jó formában";"승승장구";"On a roll";"On a roll";"好\t運\t連\t連";"On a roll";"Đang trên đà";;
"title/title_on_full_alert";"On Full Alert";"En pleine alerte";"Massima Allerta";"In voller Alarmbereitschaft";"En Alerta Máxima";"Боевая готовность";"Zawsze czujny";"On Full Alert";"Tam Teyakkuzda";"全\t面\t警\t戒";"On Full Alert";"Em Alerta Máximo";"Бойова готовність";"On Full Alert";"Teljes készenlétben";"만반의 준비";"On Full Alert";"On Full Alert";"全\t面\t警\t戒";"On Full Alert";"Cảnh giác cao độ";;
"title/title_on_the_plus_side";"On the plus side";"Du côté positif";"Sul lato migliore";"Positiv zu vermerken";"Por el lado positivo";"В плюсе";"Z drugiej strony";"On the plus side";"İşin İyi Tarafı";"居\t高\t临\t下";"On the plus side";"On the plus side";"У плюсі";"On the plus side";"On the plus side";"겸손";"В плюсе";"On the plus side";"居\t高\t臨\t下";"On the plus side";"Ở mặt tích cực";;
"title/title_one_for_all";"One for All";"Un pour tous";"Uno per tutti";"Einer für Alle";"Uno para Todos";"Один за всех";"Jeden za wszystkich";"Jeden za všechny";"Birimiz Hepimiz İçin";"一\t骑\t当\t千";"チームワーク";"Um por Todos";"Один за всіх";"Jedan za sve";"Egy mindenkiért";"모두를 위한 하나";"Адзін за ўсіх";"One for All";"一\t騎\t當\t千";"One for All";"Một cho Tất cả";;
"title/title_one_in_a_phillion";"One In A Phillion";"Un sur un Phillion";"Uno su un Philione";"One In A Phillion";"Uno en un Phillion";"One In A Phillion";"Jeden na Phillion";"Jeden z Phillionů";"One In A Phillion";"百\t万 Phly 粉";"One In A Phillion";"One In A Phillion";"One In A Phillion";"One In A Phillion";"Egy a Phillióban";"백만 Phly 군";"One In A Phillion";"One In A Phillion";"百\t萬 Phly 粉";"One In A Phillion";"Một trong một Phiệu";;
"title/title_oni_no_yamashiro";"Oni no Yamashiro";"Oni no Yamashiro";"Oni no Yamashiro";"Oni no Yamashiro";"Oni no Yamashiro";"Демон Ямаширо";"Oni no Yamashiro";"Oni no Jamaširo";"Oni no Yamashiro";"鬼\t之\t山\t城";"鬼の\t山城";"Oni no Yamashiro";"Oni no Yamashiro";"Oni no Yamashiro";"Oni no Yamashiro";"오니노 야마시로";"Демон Ямаширо";"Oni no Yamashiro";"鬼\t山\t城";"Oni no Yamashiro";"Oni no Yamashiro";;
"title_oni_no_yamashiro/desc";"<color=#CCA43B>Awarded for:</color> Yamashiro pre-order";"<color=#CCA43B>Awarded for:</color> Yamashiro pre-order";"<color=#CCA43B>Awarded for:</color> Yamashiro pre-order";"<color=#CCA43B>Awarded for:</color> Yamashiro pre-order";"<color=#CCA43B>Awarded for:</color> Yamashiro pre-order";"<color=#CCA43B>Awarded for:</color> Yamashiro pre-order";"<color=#CCA43B>Awarded for:</color> Yamashiro pre-order";"<color=#CCA43B>Awarded for:</color> Yamashiro pre-order";"<color=#CCA43B>Awarded for:</color> Yamashiro pre-order";"<color=#CCA43B>Awarded for:</color> Yamashiro pre-order";"<color=#CCA43B>Awarded for:</color> Yamashiro pre-order";"<color=#CCA43B>Awarded for:</color> Yamashiro pre-order";"<color=#CCA43B>Awarded for:</color> Yamashiro pre-order";"<color=#CCA43B>Awarded for:</color> Yamashiro pre-order";"<color=#CCA43B>Awarded for:</color> Yamashiro pre-order";"<color=#CCA43B>Awarded for:</color> Yamashiro pre-order";"<color=#CCA43B>Awarded for:</color> Yamashiro pre-order";"<color=#CCA43B>Awarded for:</color> Yamashiro pre-order";"<color=#CCA43B>Awarded for:</color> Yamashiro pre-order";"<color=#CCA43B>Awarded for:</color> Yamashiro pre-order";"<color=#CCA43B>Awarded for:</color> Yamashiro pre-order";;

"title/title_onriedo_gongujodo";"Onriedo-Gongujodo";"Onriedo-Gongujodo";"Onriedo-Gongujodo";"Onriedo-Gongujodo";"Onriedo-Gongujodo";"Onriedo-Gongujodo";"Onriedo-Gongujodo";"Onriedo-Gongujodo";"Onriedo-Gongujodo";"厌\t离\t秽\t土 欣\t求\t净\t土";"厭離穢土欣求浄土";"Onriedo-Gongujodo";"Onriedo-Gongujodo";"Onriedo-Gongujodo";"Onriedo-Gongujodo";"염리예토 흔구정토";"Onriedo-Gongujodo";"Onriedo-Gongujodo";"Onriedo-Gongujodo";"Onriedo-Gongujodo";"Onriedo-Gongujodo";;
